,sentence,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,biased_words,outliers,tokenized_sentence
1294,"The targeted killing is the latest demonstration of how, two decades after the CIA spotted but was unable to kill a man they believed was al Qaeda leader Osama bin Laden in Afghanistan, the U.S. has become adept at hunting and killing its enemies, particularly in the troubled regions of the Middle East, South Asia and Africa.",msnbc,international-politics-and-world-news,left,65,1,Biased,Somewhat factual but also opinionated,"['targeted', 'troubled']","{'spotted', 'demonstration', 'regions', 'adept', 'qaeda', 'laden', 'osama'}","['the', 'targeted', 'killing', 'is', 'the', 'latest', 'demonstration', 'of', 'how,', 'two', 'decades', 'after', 'the', 'cia', 'spotted', 'but', 'was', 'unable', 'to', 'kill', 'a', 'man', 'they', 'believed', 'was', 'al', 'qaeda', 'leader', 'osama', 'bin', 'laden', 'in', 'afghanistan,', 'the', 'u.s.', 'has', 'become', 'adept', 'at', 'hunting', 'and', 'killing', 'its', 'enemies,', 'particularly', 'in', 'the', 'troubled', 'regions', 'of']"
1295,"But, whether this switch constitutes a true win for the racist right or not, it’s clear that MAGA conservatives are highly attuned to how decisions are made in the White House and which positions they want to control.",alternet,gun-control,left,65,1,Biased,Expresses writer’s opinion,"['racist', 'right', 'MAGA', 'conservatives']","{'control.', 'switch', 'attuned', 'racist'}","['but,', 'whether', 'this', 'switch', 'constitutes', 'a', 'true', 'win', 'for', 'the', 'racist', 'right', 'or', 'not,', 'it’s', 'clear', 'that', 'maga', 'conservatives', 'are', 'highly', 'attuned', 'to', 'how', 'decisions', 'are', 'made', 'in', 'the', 'white', 'house', 'and', 'which', 'positions', 'they', 'want', 'to', 'control.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1296,Democrats Push Pork for Planned Parenthood in Coronavirus Package,breitbart,coronavirus,right,65,1,Biased,Expresses writer’s opinion,"['Pork', 'Push']","{'coronavirus', 'parenthood', 'package', 'democrats'}","['democrats', 'push', 'pork', 'for', 'planned', 'parenthood', 'in', 'coronavirus', 'package', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1297,"What this means is that in these particular countries, local law enforcement agree to not enforce anti-gun laws, especially dangerous radical ones like confiscation, bans, mandatory registration, and limiting the size of magazines.",breitbart,gun-control,right,65,1,Biased,Expresses writer’s opinion,"['anti-gun', 'dangerous', 'radical']",{'anti-gun'},"['what', 'this', 'means', 'is', 'that', 'in', 'these', 'particular', 'countries,', 'local', 'law', 'enforcement', 'agree', 'to', 'not', 'enforce', 'anti-gun', 'laws,', 'especially', 'dangerous', 'radical', 'ones', 'like', 'confiscation,', 'bans,', 'mandatory', 'registration,', 'and', 'limiting', 'the', 'size', 'of', 'magazines.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1298,"Pope Francis named the first woman to hold a high-ranking post in the Secretariat of State, the male-dominated Vatican's diplomatic and administrative nerve center.",msnbc,gender,left,65,1,Non-biased,Entirely factual,['male-dominated'],"{'center.', 'named', 'francis', 'secretariat', 'nerve', 'male-dominated', 'high-ranking'}","['pope', 'francis', 'named', 'the', 'first', 'woman', 'to', 'hold', 'a', 'high-ranking', 'post', 'in', 'the', 'secretariat', 'of', 'state,', 'the', 'male-dominated', ""vatican's"", 'diplomatic', 'and', 'administrative', 'nerve', 'center.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1299,"President Donald Trump's top health advisers – Anthony Fauci and Deborah Birx – showed up at a White House event Friday with protective masks, though the president himself continued to spurn any kind of face covering.",usa-today,coronavirus,center,65,1,Biased,Somewhat factual but also opinionated,['spurn'],"{'friday', 'donald', 'spurn', 'deborah', 'advisers', 'protective', 'anthony'}","['president', 'donald', ""trump's"", 'top', 'health', 'advisers', '–', 'anthony', 'fauci', 'and', 'deborah', 'birx', '–', 'showed', 'up', 'at', 'a', 'white', 'house', 'event', 'friday', 'with', 'protective', 'masks,', 'though', 'the', 'president', 'himself', 'continued', 'to', 'spurn', 'any', 'kind', 'of', 'face', 'covering.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1300,"As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.",usa-today,coronavirus,center,66,1,Non-biased,Entirely factual,[],"{'spreads', 'prevention', 'virus'}","['as', 'the', 'covid-19', 'virus', 'spreads', 'in', 'the', 'usa', 'and', 'around', 'the', 'world,', 'officials', 'at', 'the', 'u.s.', 'centers', 'for', 'disease', 'control', 'and', 'prevention', 'encourage', 'people', 'to', 'work', 'from', 'home', 'as', 'a', 'way', 'to', 'help', 'cut', 'back', 'contagion.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1301,It is far from the first time that Trump has offered to intervene in a seemingly intractable international dispute.,breitbart,international-politics-and-world-news,right,66,1,Biased,Somewhat factual but also opinionated,"['intractable', 'seemingly']","{'intervene', 'intractable', 'trump'}","['it', 'is', 'far', 'from', 'the', 'first', 'time', 'that', 'trump', 'has', 'offered', 'to', 'intervene', 'in', 'a', 'seemingly', 'intractable', 'international', 'dispute.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1302,"Jurek, a Sanders staffer in Iowa, was caught arguing that gulags were beneficial for the Soviet Union and suggesting they could be used to re-educate both Trump voters and billionaires.",breitbart,middle-class,right,66,1,No agreement,Somewhat factual but also opinionated,[],"{'staffer', 'soviet', 'sanders', 're-educate', 'gulags', 'trump'}","['jurek,', 'a', 'sanders', 'staffer', 'in', 'iowa,', 'was', 'caught', 'arguing', 'that', 'gulags', 'were', 'beneficial', 'for', 'the', 'soviet', 'union', 'and', 'suggesting', 'they', 'could', 'be', 'used', 'to', 're-educate', 'both', 'trump', 'voters', 'and', 'billionaires.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1303,George Washington University (GW)’s Parliamentary Debate Society has decided along with Wellesley College to host a debate tournament exclusively for women and biological males who identify as women while males who identify as men will not be allowed to participate.,breitbart,gender,right,66,1,Non-biased,Entirely factual,[],"{'wellesley', 'george', 'participate.', 'tournament', 'parliamentary', 'males', 'washington'}","['george', 'washington', 'university', '(gw)’s', 'parliamentary', 'debate', 'society', 'has', 'decided', 'along', 'with', 'wellesley', 'college', 'to', 'host', 'a', 'debate', 'tournament', 'exclusively', 'for', 'women', 'and', 'biological', 'males', 'who', 'identify', 'as', 'women', 'while', 'males', 'who', 'identify', 'as', 'men', 'will', 'not', 'be', 'allowed', 'to', 'participate.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1304,"The coronavirus has presented the president with an adversary unlike any other he has confronted. It cannot be intimidated by angry tweets. It cannot be dismissed with a nickname. It cannot be diminished by calling it a “hoax,” as he did in February. And as the death toll rises, while Trump’s poll numbers fall, a new, old strategy is taking shape.",usa-today,trump-presidency,center,66,5,Biased,Somewhat factual but also opinionated,"['intimidated', 'angry', 'tweets', 'hoax', 'dismissed']","{'adversary', 'coronavirus', 'dismissed', 'intimidated'}","['the', 'coronavirus', 'has', 'presented', 'the', 'president', 'with', 'an', 'adversary', 'unlike', 'any', 'other', 'he', 'has', 'confronted.', 'it', 'cannot', 'be', 'intimidated', 'by', 'angry', 'tweets.', 'it', 'cannot', 'be', 'dismissed', 'with', 'a', 'nickname.', 'it', 'cannot', 'be', 'diminished', 'by', 'calling', 'it', 'a', '“hoax,”', 'as', 'he', 'did', 'in', 'february.', 'and', 'as', 'the', 'death', 'toll', 'rises,', 'while']"
1305,Researchers see a growing threat from white supremacists who call themselves “accelerationists” and avow violence to counter democratic governments.,msnbc,white-nationalism,left,66,1,Non-biased,Entirely factual,['accelerationists'],"{'supremacists', 'counter'}","['researchers', 'see', 'a', 'growing', 'threat', 'from', 'white', 'supremacists', 'who', 'call', 'themselves', '“accelerationists”', 'and', 'avow', 'violence', 'to', 'counter', 'democratic', 'governments.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1306,"But the president kept his word when it came to the Court. It’s still early in the Trump era, of course, and we really have no idea how the residual political effects of our acute partisan battles or investigations or ugly rhetoric or the often-incompetent presidency will manifest in the long term.",federalist,trump-presidency,right,66,2,Biased,Expresses writer’s opinion,"['ugly', 'rhetoric', 'often-incompetent', 'partisan', 'presidency']","{'acute', 'residual', 'trump', 'presidency', 'court.', 'battles', 'investigations', 'partisan', 'rhetoric'}","['but', 'the', 'president', 'kept', 'his', 'word', 'when', 'it', 'came', 'to', 'the', 'court.', 'it’s', 'still', 'early', 'in', 'the', 'trump', 'era,', 'of', 'course,', 'and', 'we', 'really', 'have', 'no', 'idea', 'how', 'the', 'residual', 'political', 'effects', 'of', 'our', 'acute', 'partisan', 'battles', 'or', 'investigations', 'or', 'ugly', 'rhetoric', 'or', 'the', 'often-incompetent', 'presidency', 'will', 'manifest', 'in', 'the']"
1307,"Rep. Gaetz, known for spreading fake news, conspiracy theories and lies, and supporting the alt-right, announced to the House Judiciary Committee that undocumented immigrants are to blame for gun violence and building President Trump’s wall would reduce the violence.",alternet,gun-control,left,66,1,Biased,Expresses writer’s opinion,"['spreading', 'fake', 'lies', 'news', 'conspiracy', 'theories', 'alt-right', 'known', 'for']","{'announced', 'judiciary', 'undocumented', 'conspiracy', 'theories'}","['rep.', 'gaetz,', 'known', 'for', 'spreading', 'fake', 'news,', 'conspiracy', 'theories', 'and', 'lies,', 'and', 'supporting', 'the', 'alt-right,', 'announced', 'to', 'the', 'house', 'judiciary', 'committee', 'that', 'undocumented', 'immigrants', 'are', 'to', 'blame', 'for', 'gun', 'violence', 'and', 'building', 'president', 'trump’s', 'wall', 'would', 'reduce', 'the', 'violence.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1308,"When Republicans warned Democrats that impeachment was a waste of time, a divisive partisan exercise, and a distraction from the real issues facing the country — a lesson Republicans learned the hard way, in Bill Clinton’s impeachment, 21 years before — Democrats ignored them.",breitbart,coronavirus,right,66,1,Biased,Somewhat factual but also opinionated,"['real', 'issues', 'divisive', 'partisan', 'exercise', 'distraction', 'waste', 'of', 'time', 'the']","{'impeachment', 'republicans', 'distraction', 'democrats', 'divisive', 'partisan'}","['when', 'republicans', 'warned', 'democrats', 'that', 'impeachment', 'was', 'a', 'waste', 'of', 'time,', 'a', 'divisive', 'partisan', 'exercise,', 'and', 'a', 'distraction', 'from', 'the', 'real', 'issues', 'facing', 'the', 'country', '—', 'a', 'lesson', 'republicans', 'learned', 'the', 'hard', 'way,', 'in', 'bill', 'clinton’s', 'impeachment,', '21', 'years', 'before', '—', 'democrats', 'ignored', 'them.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1309,"Now Modi has made international headlines for yet another similarity: He’s constructing a massive wall … but unlike Trump’s goal of keeping immigrants out, Modi’s wall was built to hide the country’s poverty from the gold-plated American president.",alternet,international-politics-and-world-news,left,66,1,Biased,Somewhat factual but also opinionated,['gold-plated'],"{'american', 'president.', 'headlines', 'constructing', 'gold-plated'}","['now', 'modi', 'has', 'made', 'international', 'headlines', 'for', 'yet', 'another', 'similarity:', 'he’s', 'constructing', 'a', 'massive', 'wall', '…', 'but', 'unlike', 'trump’s', 'goal', 'of', 'keeping', 'immigrants', 'out,', 'modi’s', 'wall', 'was', 'built', 'to', 'hide', 'the', 'country’s', 'poverty', 'from', 'the', 'gold-plated', 'american', 'president.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1310,DeSantis was initially tentative to shut down outdoor recreational areas like beaches and was ridiculed by the media for his allegedly relaxed response.,federalist,coronavirus,right,66,1,Biased,Somewhat factual but also opinionated,"['allegedly', 'ridiculed', 'relaxed', 'response']","{'response.', 'beaches', 'desantis', 'outdoor', 'recreational', 'ridiculed', 'tentative'}","['desantis', 'was', 'initially', 'tentative', 'to', 'shut', 'down', 'outdoor', 'recreational', 'areas', 'like', 'beaches', 'and', 'was', 'ridiculed', 'by', 'the', 'media', 'for', 'his', 'allegedly', 'relaxed', 'response.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1311,But there was no sign that any gun legislation approved by the Democratic House majority would gain traction in the Republican-controlled Senate,reuters,gun-control,center,66,1,Non-biased,Entirely factual,[],"{'senate', 'traction'}","['but', 'there', 'was', 'no', 'sign', 'that', 'any', 'gun', 'legislation', 'approved', 'by', 'the', 'democratic', 'house', 'majority', 'would', 'gain', 'traction', 'in', 'the', 'republican-controlled', 'senate', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1312,"At the dawn of the year 2010, few Americans could predict that the coming decade would revolutionize the legal and cultural landscape for lesbian, gay, bisexual, transgender and queer people.",msnbc,gender,left,66,1,Non-biased,Entirely factual,['revolutionize'],"{'americans', 'transgender', 'revolutionize', 'queer', 'people.'}","['at', 'the', 'dawn', 'of', 'the', 'year', '2010,', 'few', 'americans', 'could', 'predict', 'that', 'the', 'coming', 'decade', 'would', 'revolutionize', 'the', 'legal', 'and', 'cultural', 'landscape', 'for', 'lesbian,', 'gay,', 'bisexual,', 'transgender', 'and', 'queer', 'people.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1313,The Never Trumper Republicans of The Lincoln Project have mobilized former Defense Secretary Jim Mattis’s scathing broadside against the president in their latest attack on Donald Trump.,huffpost,trump-presidency,left,66,1,Biased,No agreement,"['scathing', 'broadside']","{'secretary', 'broadside', 'donald', 'mobilized', 'lincoln', 'republicans', 'latest', 'trumper', 'scathing'}","['the', 'never', 'trumper', 'republicans', 'of', 'the', 'lincoln', 'project', 'have', 'mobilized', 'former', 'defense', 'secretary', 'jim', 'mattis’s', 'scathing', 'broadside', 'against', 'the', 'president', 'in', 'their', 'latest', 'attack', 'on', 'donald', 'trump.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1314,But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.,breitbart,middle-class,right,66,1,Biased,Expresses writer’s opinion,"['wedded', 'nervous', 'strangled', 'at', 'birth', 'to', 'green', 'ideology', 'extreme', 'precautionary']","{'wedded', 'fracking', 'shale', 'labour', 'anti-fracking', 'exploration', 'well-funded', 'precautionary', 'british'}","['but', 'the', 'british', 'government', '—', 'and', 'this', 'one’s', 'conservative;', 'imagine', 'what', 'a', 'labour', 'one', 'would', 'be', 'like!', '—', 'is', 'so', 'wedded', 'to', 'green', 'ideology', 'and', 'so', 'nervous', 'of', 'the', 'well-funded', 'anti-fracking', 'campaign', 'industry', 'that', 'it', 'has', 'imposed', 'such', 'extreme', 'precautionary', 'principles', 'on', 'shale', 'gas', 'exploration', 'that', 'the', 'fracking', 'industry', 'has']"
1315,"I'm also struck by Blackburn's style of needlessly toxic politics, once again questioning the patriotism of a decorated U.S. Army combat veteran who earned a Purple Heart.",msnbc,white-nationalism,left,66,1,Biased,Expresses writer’s opinion,"['needlessly', 'toxic', 'politics']","{'purple', 'heart.', 'toxic', 'needlessly', 'earned', 'decorated', 'patriotism'}","[""i'm"", 'also', 'struck', 'by', ""blackburn's"", 'style', 'of', 'needlessly', 'toxic', 'politics,', 'once', 'again', 'questioning', 'the', 'patriotism', 'of', 'a', 'decorated', 'u.s.', 'army', 'combat', 'veteran', 'who', 'earned', 'a', 'purple', 'heart.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1316,He is enjoying the benefits of those guns while working hard to be sure average Americans cannot own them.,breitbart,gun-control,right,66,1,Biased,Expresses writer’s opinion,"['enjoying', 'benefits']",{'americans'},"['he', 'is', 'enjoying', 'the', 'benefits', 'of', 'those', 'guns', 'while', 'working', 'hard', 'to', 'be', 'sure', 'average', 'americans', 'cannot', 'own', 'them.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1317,"...immigrants as criminals and eugenics, all of which were once considered fringe and extreme. White nationalists embrace white supremacist and white separatist views.",msnbc,white-nationalism,left,66,2,Biased,Expresses writer’s opinion,"['embrace', 'criminals']","{'supremacist', 'nationalists', 'separatist', 'fringe', 'views.'}","['...immigrants', 'as', 'criminals', 'and', 'eugenics,', 'all', 'of', 'which', 'were', 'once', 'considered', 'fringe', 'and', 'extreme.', 'white', 'nationalists', 'embrace', 'white', 'supremacist', 'and', 'white', 'separatist', 'views.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1318,Boodsabann Chanthawong recently joined a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all-female monastery outside Bangkok.,reuters,gender,center,66,1,Non-biased,Entirely factual,"['unrecognized', 'monastery', 'defying']","{'buddhist', 'unrecognized', 'novice', 'monastery', 'joined', 'ordained', 'defying', 'all-female', 'monks'}","['boodsabann', 'chanthawong', 'recently', 'joined', 'a', 'growing', 'number', 'of', 'women', 'defying', 'generations', 'of', 'thai', 'buddhist', 'tradition', 'by', 'becoming', 'ordained', 'as', 'novice', 'monks', 'at', 'an', 'unrecognized', 'all-female', 'monastery', 'outside', 'bangkok.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1319,The American middle class is falling deeper into debt to maintain a middle-class lifestyle.,msnbc,middle-class,left,66,1,Non-biased,Entirely factual,['falling'],"{'lifestyle.', 'middle-class'}","['the', 'american', 'middle', 'class', 'is', 'falling', 'deeper', 'into', 'debt', 'to', 'maintain', 'a', 'middle-class', 'lifestyle.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1320,"The House Democrats’ 1,400-page coronavirus recovery bill threatens the livelihood of millions of American graduates and their families by expanding work visas for many of the roughly 1.5 million foreign college graduate contract workers who hold jobs in the United States.",breitbart,coronavirus,right,67,1,Biased,Expresses writer’s opinion,['threatens'],"{'coronavirus', 'american', 'states.', 'graduates', 'threatens', 'livelihood', 'graduate', 'visas'}","['the', 'house', 'democrats’', '1,400-page', 'coronavirus', 'recovery', 'bill', 'threatens', 'the', 'livelihood', 'of', 'millions', 'of', 'american', 'graduates', 'and', 'their', 'families', 'by', 'expanding', 'work', 'visas', 'for', 'many', 'of', 'the', 'roughly', '1.5', 'million', 'foreign', 'college', 'graduate', 'contract', 'workers', 'who', 'hold', 'jobs', 'in', 'the', 'united', 'states.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1321,"Ocasio-Cortez, who advocates for democratic socialism, is not the only Democrat in Washington, D.C., honing in on billionaires these days.",fox-news,middle-class,right,67,1,Biased,Somewhat factual but also opinionated,"['honing', 'in']","{'democrat', 'billionaires', 'honing'}","['ocasio-cortez,', 'who', 'advocates', 'for', 'democratic', 'socialism,', 'is', 'not', 'the', 'only', 'democrat', 'in', 'washington,', 'd.c.,', 'honing', 'in', 'on', 'billionaires', 'these', 'days.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1322,"Nevertheless, Trump and other Republicans have tarred the protests as havens for terrorists intent on destroying property. ",huffpost,trump-presidency,left,67,1,Biased,Expresses writer’s opinion,"['terrorists', 'tarred', 'havens', 'destroying']","{'protests', 'property.', 'republicans', 'tarred', 'havens', 'trump'}","['nevertheless,', 'trump', 'and', 'other', 'republicans', 'have', 'tarred', 'the', 'protests', 'as', 'havens', 'for', 'terrorists', 'intent', 'on', 'destroying', 'property.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1323,"Miller is the architect of President Donald Trump's hardline immigration policies that have separated children from parents, forced people seeking asylum in the U.S. to wait in Mexico under squalid conditions, instituted the Muslim ban and poured money from the military into border wall construction.",msnbc,white-nationalism,left,67,1,Biased,Entirely factual,"['forced', 'squalid', 'hardline', 'poured']","{'donald', 'architect', 'border', 'mexico', 'poured', 'instituted', 'hardline', 'muslim', 'miller', 'asylum', 'squalid', 'construction.'}","['miller', 'is', 'the', 'architect', 'of', 'president', 'donald', ""trump's"", 'hardline', 'immigration', 'policies', 'that', 'have', 'separated', 'children', 'from', 'parents,', 'forced', 'people', 'seeking', 'asylum', 'in', 'the', 'u.s.', 'to', 'wait', 'in', 'mexico', 'under', 'squalid', 'conditions,', 'instituted', 'the', 'muslim', 'ban', 'and', 'poured', 'money', 'from', 'the', 'military', 'into', 'border', 'wall', 'construction.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1324,"This, of course, was before the president ignored his national security team, withdrew U.S. forces from northern Syria, and effectively invited Turkey to launch a brutal offensive against our Kurdish allies.",msnbc,international-politics-and-world-news,left,67,1,Biased,No agreement,"['ignored', 'effectively', 'brutal', 'offensive']","{'turkey', 'withdrew', 'kurdish'}","['this,', 'of', 'course,', 'was', 'before', 'the', 'president', 'ignored', 'his', 'national', 'security', 'team,', 'withdrew', 'u.s.', 'forces', 'from', 'northern', 'syria,', 'and', 'effectively', 'invited', 'turkey', 'to', 'launch', 'a', 'brutal', 'offensive', 'against', 'our', 'kurdish', 'allies.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
